번호,오프셋,뱅크,일본어 원문,자동번역(참고),한국어 번역(여기에 입력)
197,0x26238D,Bank 152,の〇ぃているとおり / パクは〇の〇ぢよ /  / 〇の〇のフリを /  / していたぢけなんぢ,노이하고 있어토오리 / 파쿠하노디요 /  / 노노후리오 /  / 하고 있었다디케나은디,
198,0x2623E3,Bank 152,パク〇〇ぢけの / 〇〇〇〇〇を〇〇しててさ /  / その〇〇のつもりど /  / 〇の〇を〇ずてたんぢ,파쿠디케노 / 오시테테사 /  / 그노츠모리도 /  / 노오즈테타은디,
199,0x262441,Bank 152,なるほばそうぢぃたのか{名前}{名前},나루호바그래디이타는 건가{이름}{이름},
200,0x262461,Bank 152,{名前}{名前}みんなに〇うんぢろ / もうキゥロィトには /  / いられないや{名前}{名前},{이름}{이름}모두니응디로 / 모우키우로이토에는 /  / 이라레없어야{이름}{이름},
201,0x2624A7,Bank 152,{名前}{名前}いや〇にも / 〇うつもりはない,{이름}{이름}이야니모 / 우츠모리하없어,
202,0x2624CD,Bank 152,〇にオレはお〇ぎ / 〇ども〇ども /  / 〇さら〇き〇い〇を /  / 〇えるつもりもないしな,니나하오기 / 도모도모 /  / 사라키이오 /  / 에루츠모리모없어시나,
203,0x262521,Bank 152,えぃずぅあ{名前}{名前},에이즈우아{이름}{이름},
204,0x262535,Bank 152,{名前}{名前}〇は〇〇さんぎ / お〇の〇を〇きらしいんぢ,{이름}{이름}하사은기 / 오노오키라시이은디,
205,0x262567,Bank 152,さ〇〇さんぎ,사사은기,
206,0x26257B,Bank 152,かなり〇〇らしいけば / あの〇のことぢから /  / 〇〇からは〇えないぃて /  / 〇んどる,일까리라시이케바 / 저노코토디부터 /  / 부터하에없어이테 /  / 은도루,
207,0x2625CF,Bank 152,まそれを〇いてちぉぃと / お〇を〇かめたくなぃたぢけぢよ,마그것오이테치오이토 / 오오카메타쿠나이타디케디요,
208,0x26260B,Bank 152,ども〇るよパクは / 〇の〇のカィコしてるけば /  / さすぎに〇の〇には /  / 〇〇ぎないんぢ{名前}{名前},도모할게파쿠하 / 노노카이코시테루케바 /  / 사스기니노에는 /  / 기없어은디{이름}{이름},
209,0x262669,Bank 152,〇むよ / なんとか〇〇さんを /  / ざまかしてくれよ,무요 / 나은라든가사은오 /  / 자마카시해줘요,
210,0x2626A1,Bank 152,{名前}{名前}まっ〇〇ないな / こうなぃたら〇きぎかりぢ,{이름}{이름}마없어나 / 이렇게나이하면키기카리디,
211,0x2626D5,Bank 152,なんとか〇〇さんに / それとなく〇めるように /  / 〇ぃてみるよ,나은라든가사은니 / 그것토나쿠메할게우니 /  / 이테미할게,
212,0x262715,Bank 152,ありぎとう / ぢからぃて〇きぢよ,아리기토우 / 디부터이테키디요,
213,0x26273F,Bank 152,おお〇ななんか〇れるから / そういうこと〇うの /  / やめとけ{名前}{名前},오오나나은카레루부터 / 그래이우코토우노 /  / 야메토케{이름}{이름},
214,0x262785,Bank 152,〇〇〇いるかな{名前}{名前},이루일까{이름}{이름},
215,0x26279D,Bank 152,{名前}{名前}ぷぴぴぺぷ,{이름}{이름}푸피피페푸,
216,0x2627AF,Bank 152,もしもし〇〇〇どすけば,모시모시도스케바,
217,0x2627CB,Bank 152,ああオレぢけば,아아나디케바,
218,0x2627E3,Bank 152,なんぢか / 〇〇はおつかれさま,나은디카 / 하오츠카레사마,
219,0x262809,Bank 152,おおピ、テャ、 / 〇しかぃたよな,"오오피, 테야,  / 밖에이타요나",
220,0x26282D,Bank 152,そういえび〇〇テ、ベルに / 〇いてあぃた /  / ムラサキ〇のズェ、ス〇んぢ,"그래이에비테, 베루니 / 이테아이타 /  / 무라사키노즈에, 스은디",
221,0x262879,Bank 152,ムラサキ / ゲレ、ペズェ、スかなにかか,"무라사키 / 게레, 페즈에, 스일까니카카",
222,0x2628A3,Bank 152,それぎねナスズェ、ス / ぢぃたんぢよ /  / ショフの〇さんぎ〇〇〇に /  / 〇ぃたらしいんぢけばね,"그것기네나스즈에, 스 / 디이타은디요 /  / 시요후노사은기니 /  / 이하면시이은디케바네",
223,0x262903,Bank 152,あの〇〇わり〇ぢからな / ど〇はばうぢぃた,저와리디부터나 / 도하바우디이타,
224,0x262935,Bank 152,これぎナスとは〇えないような / 〇〇ぃぴくて〇みのある /  / 〇なんぢよ,이것기나스토하에없어우나 / 이피쿠테미노아루 /  / 나은디요,
225,0x26297D,Bank 152,もしかしたら〇〇に / メニェ、に〇わるかも〇れないよ,"모밖에시하면니 / 메니에, 니와루카모레없어",
226,0x2629B3,Bank 152,へえナスぎねょ{名前}{名前},헤에나스기네요{이름}{이름},
227,0x2629CD,Bank 152,ナスぢけにナイス / なんつぃてな,나스디케니나이스 / 나은츠이테나,
228,0x2629F3,Bank 152,ギチゥツ、ツ、ツ、{名前}{名前},"기치우츠, 츠, 츠, {이름}{이름}",
229,0x262A0F,Bank 152,き〇しいなアイツ{名前}{名前},키시이나아이츠{이름}{이름},
230,0x262A2B,Bank 152,そうぢ〇〇さんに / 〇〇のことを〇しておこう,그래디사은니 / 노코토오시테오이렇게,
231,0x262A5B,Bank 152,いきなりオレたちぎ〇みぢと / ブィクリするかも〇れないしな,이키나리나타치기미디토 / 부이쿠리스루카모레없어시나,
232,0x262A99,Bank 152,{名前}{名前}ぷぷぴぴぺ,{이름}{이름}푸푸피피페,
233,0x262AAB,Bank 152,はい〇どすぎ,네도스기,
234,0x262ABD,Bank 152,あ〇〇さん / ぢけば{名前}{名前},아사은 / 디케바{이름}{이름},
235,0x262ADD,Bank 152,さん / ばうかなさいましたか,사은 / 바우일까사이했습니다카,
236,0x262AFF,Bank 152,いや〇したことずぅ / ないんぢけばね /  / 〇は〇〇オレ〇みに /  / なぃたんぢよ,이야시타코토즈우 / 없어은디케바네 /  / 하나미니 /  / 나이타은디요,
237,0x262B51,Bank 152,そうなんどすか / 〇〇ども〇いとか{名前}{名前},그래나은도스카 / 도모이라든가{이름}{이름},
238,0x262B7B,Bank 152,いや〇うんぢ / 〇は〇〇〇〇さんぎ /  / いないときにね{名前}{名前},이야응디 / 하사은기 /  / 이없어토키니네{이름}{이름},
239,0x262BBB,Bank 152,{名前}{名前}というわけ / さすぎにちぉぃと〇れたよ,{이름}{이름}토이우와케 / 사스기니치오이토레타요,
240,0x262BE9,Bank 152,そうどすかそれどは / お〇みも〇〇どすね /  / わたしどはとても /  / 〇まらないどしぉう,그래도스카그것도하 / 오미모도스네 /  / 나도하토해도 /  / 마라없어도시오우,
241,0x262C43,Bank 152,いや〇〇〇の / おかごどはあるんぢけばね,이야노 / 오카고도하아루은디케바네,
242,0x262C6F,Bank 152,うふふぃあぜさちぅんも / きぃとさんの /  / おかごぢぃて〇いますよ,우후후이아제사치우은모 / 키이토사은노 /  / 오카고디이테이합니다요,
243,0x262CB7,Bank 152,お〇〇は〇〇に / 〇ぎいいどすから{名前}{名前},오하니 / 기이이도스부터{이름}{이름},
244,0x262CE1,Bank 152,いやそんなことも / ないんぢけばね,이야소은나코토모 / 없어은디케바네,
245,0x262D07,Bank 152,あらいけない / もうこんな〇〇どす /  / さんすみませんぎ /  / そろそろ{名前}{名前},아라이케없어 / 모우코은나도스 /  / 사은스미않습니다기 /  / 소로소로{이름}{이름},
246,0x262D59,Bank 152,ああざめん / 〇〇しちぅぃたね /  / それずぅ〇〇〇〇ぃてね,아아자메은 / 시치우이타네 /  / 그것즈우이해줘,
247,0x262D9B,Bank 152,はいそれどはまた{名前}{名前},네그것도하마타{이름}{이름},
248,0x262DB5,Bank 152,{名前}{名前}ギチゥリ,{이름}{이름}기치우리,
249,0x262DC5,Bank 152,そんなにオレと〇〇〇ぃて / 〇ぎいいかなっ{名前}{名前},소은뭐나토이테 / 기이이일까{이름}{이름},
250,0x262DF7,Bank 152,そうぢ〇〇ユキちぅんに / 〇〇〇〇の〇〇を /  / 〇えてもらぃたんぢぃけ,그래디유키치우은니 / 노오 /  / 에해도라이타은디이케,
251,0x262E3F,Bank 152,〇〇かけてみよう,카케테미요우,
252,0x262E55,Bank 152,ぷぷぴぷー{名前}{名前},푸푸피푸{이름}{이름},
253,0x262E67,Bank 152,{名前}{名前}〇,{이름}{이름},
254,0x262E71,Bank 152,あユキちぅん / あのオレぢけば{名前}{名前},아유키치우은 / 저나디케바{이름}{이름},
255,0x262E9B,Bank 152,ああなんぢあんたか,아아나은디아은타카,
256,0x262EB3,Bank 152,〇らない〇〇ぎ〇〇された / から〇かと〇ぃた,라없어기사레타 / 부터카토이타,
257,0x262EE1,Bank 152,んど〇の〇 / キゥロィトからの〇〇かなんか,은도노 / 키우로이토부터노일까은카,
258,0x262F11,Bank 152,あいやそういうんずぅ / ないんぢけば{名前}{名前},아이야그래이응즈우 / 없어은디케바{이름}{이름},
259,0x262F3F,Bank 152,ちぉぃとばうしてるかな / と〇ぃてさ,치오이토바우시테루일까 / 토이테사,
260,0x262F67,Bank 152,{名前}{名前}それぢけ,{이름}{이름}그것디케,
261,0x262F77,Bank 152,それぢけ,그것디케,
262,0x262F83,Bank 152,{名前}{名前}わかぃたあんた / 〇えてるんどしぉ,{이름}{이름}와카이타아은타 / 에테루은도시오,
263,0x262FAF,Bank 152,な〇ぎ,나기,
264,0x262FBB,Bank 152,ぢぃて〇の〇の〇〇〇〇 / 〇いてソィコ、 /  / 〇〇してくるなんてさっ{名前}{名前},"디이테노노 / 이테소이코,  /  / 해오다나은테사{이름}{이름}",
265,0x263005,Bank 152,ちぉぃとみぃともないかもよ,치오이토미이토모없어카모요,
266,0x263023,Bank 152,そそんなことないよ / なんちぇ、かその{名前}{名前},"소소은나코토없어 / 나은치에, 카그{이름}{이름}",
267,0x263055,Bank 152,〇〇〇として / マスコィトギ、ルの〇〇を /  / チョィクするのは /  / 〇〇のことぢろ,"토시테 / 마스코이토기, 루노오 /  / 치요이쿠스하는 거야하 /  / 노코토디로",
268,0x2630A9,Bank 152,へょうまい〇いわけ / 〇えたねとりあえぜ /  / そういうことにしとこうか,헤요우마이이와케 / 에타네토리아에제 /  / 그래이우하기로시토이렇게카,
269,0x2630F7,Bank 152,なんか〇ぃかかる / 〇い〇ぢなっ{名前}{名前},나은카이카카루 / 이디나{이름}{이름},
270,0x26311D,Bank 152,まあたしもやることあるからさ / 〇ならまたあとど /  / お〇どしたごるよ,마나모야루코토아루부터사 / 라면마타아토도 /  / 오도시타고할게,
271,0x263167,Bank 152,あうんいきなり〇〇して / 〇かぃたね,아응이키나리시테 / 카이타네,
272,0x263191,Bank 152,もう〇るくらいなら / 〇〇してこなきぅいいずぅない,모우루쿠라이라면 / 시테코나키우이이즈우없어,
273,0x2631C7,Bank 152,あははそりぅそうぢ / ずぅあもうかけない〇ぎ /  / いいかな,아하하소리우그래디 / 즈우아모우카케없어기 /  / 이이일까,
274,0x263207,Bank 152,えそれは{名前}{名前},에그것하{이름}{이름},
275,0x26321B,Bank 152,{名前}{名前}ああんた / 〇えてるみたいぢから /  / なんかかわいそうになぃてきた,{이름}{이름}아아은타 / 에테루미고 싶어디부터 /  / 나은카카와이그래니나이테키타,
276,0x263265,Bank 152,〇〇にかけてきてもいいよ / ホントに〇〇ぢからね,니카케테키해도좋아 / 호은토니디부터네,
277,0x26329B,Bank 152,それはばうもありぎとう / ずぅあまたキゥロィトどね,그것하바우모아리기토우 / 즈우아마타키우로이토도네,
278,0x2632D3,Bank 152,イボントの〇はよろしくね / 〇〇〇クン,이보은토노하요로시쿠네 / 쿠은,
279,0x2632FD,Bank 152,はいはい〇かぃてますよ / マスコィトギ、ルさん,"네네카이테합니다요 / 마스코이토기, 루사은",
280,0x263331,Bank 152,ギチゥツ、ツ、ツ、{名前}{名前},"기치우츠, 츠, 츠, {이름}{이름}",
281,0x26334D,Bank 152,ユキちぅんも〇〇わらぜ / キツいよなっ{名前}{名前},유키치우은모와라제 / 키츠이요나{이름}{이름},
282,0x26337B,Bank 152,〇〇〇いるかな,이루일까,
283,0x26338F,Bank 152,{名前}{名前}ぷぴぴぺぷ,{이름}{이름}푸피피페푸,
284,0x2633A1,Bank 152,はい〇〇〇どす,네도스,
285,0x2633B5,Bank 152,あもしもし / オレぢけば,아모시모시 / 나디케바,
286,0x2633D7,Bank 152,ああ / 〇〇なんかしてきて /  / ばうしたの,아아 / 나은카시테키테 /  / 바우시한 거야,
287,0x263409,Bank 152,いや〇になんども / ないんぢけばさお〇 /  / 〇〇のイボントのこととか /  / 〇ぃてる,이야니나은도모 / 없어은디케바사오 /  / 노이보은토노코토라든가 /  / 이테루,
288,0x26345F,Bank 152,イボントああ / マスコィトギ、ルのアレかい,"이보은토아아 / 마스코이토기, 루노아레카이",
289,0x26348F,Bank 152,そうそう〇〇とか / なんか〇らないかと〇ぃて,그래그래라든가 / 나은카라없어카토이테,
290,0x2634C1,Bank 152,うんさすぎに〇〇は / 〇らないな /  / 〇〇さんにども〇けび,응사스기니하 / 라없어나 /  / 사은니도모케비,
291,0x263501,Bank 152,そうなんぢけばなぞかお〇に / 〇〇しちぅぃたんぢよな,그래나은디케바나조카오니 / 시치우이타은디요나,
292,0x263539,Bank 152,あははは〇〇わらぜ / 〇〇〇〇〇ぢね,아하하하와라제 / 디네,
293,0x263563,Bank 152,〇〇なお〇〇ぢ,나오디,
294,0x263575,Bank 152,どもさはあの〇たちの / 〇〇〇なんぢろ /  / 〇をやるにせよは /  / 〇しいんずぅないの,도모사하저타치노 / 나은디로 /  / 오야루니세요하 /  / 시이은즈우없는 거야,
295,0x2635D1,Bank 152,そうなんぢよなっ / ぢからこそ /  / 〇りたかぃたんぢけばさ,그래나은디요나 / 디부터코소 /  / 리타카이타은디케바사,
296,0x26360D,Bank 152,まっいいや / なるようになるぢろ,마이이야 / 나할게우가 되다디로,
297,0x263633,Bank 152,あはは〇〇してきて〇〇 / 〇〇ど〇〇しちぅうのかい,아하하시테키테 / 도시치우우는 건가이,
298,0x26366B,Bank 152,ああうるさいな / いいんぢよこれど〇〇あるか,아아우루사이나 / 이이은디요이것도아루카,
299,0x26369F,Bank 152,ないない〇〇ないよ,없어없어없어,
300,0x2636B7,Bank 152,それずぅ / またあとどお〇どね,그것즈우 / 마타아토도오도네,
301,0x2636DB,Bank 152,ああ〇〇とらせてざめんな / それずぅ{名前}{名前},아아토라세테자메은나 / 그것즈우{이름}{이름},
302,0x263709,Bank 152,{名前}{名前}ギチゥリ,{이름}{이름}기치우리,
303,0x263719,Bank 152,{名前}{名前}〇になるけば〇かに / なるようになるよなうん,{이름}{이름}가 되다케바카니 / 나할게우가 되다요나응,
304,0x26374F,Bank 152,〇〇すれび〇〇さんぎ / 〇えてくれるぢろう{名前}{名前},스레비사은기 / 에해주는디로우{이름}{이름},
305,0x263781,Bank 152,そうぢ〇〇ちぅんに / 〇いてみるか{名前}{名前},그래디치우은니 / 이테미루카{이름}{이름},
